Ax,Ay,Az,Gx,Gy,Gz,Label
-1.793,-0.527,-0.509,89.959,-286.685,-54.661,Shake
-1.016,-0.636,-0.249,-33.022,-286.685,-239.986,Shake
1.086,-0.652,-0.294,-81.961,-286.685,-266.166,Shake
1.998,-0.595,-0.416,-16.118,-187.880,53.944,Shake
0.288,-0.421,-1.012,188.344,286.685,223.318,Shake
-1.145,0.172,-0.439,208.381,286.685,277.112,Shake
-1.999,-0.290,-1.460,-23.476,286.685,286.685,Shake
-1.999,-0.378,-0.587,126.324,286.685,138.600,Shake
-1.999,-0.321,0.686,41.851,101.089,-155.724,Shake
-1.605,-0.205,-0.425,2.581,-286.685,-222.110,Shake
-1.797,-0.328,-0.494,2.056,-286.685,-134.706,Shake
-1.170,-0.332,-0.197,-119.796,-286.685,-273.647,Shake
0.241,-0.323,-0.625,-195.667,-286.685,-286.685,Shake
1.630,-0.489,-1.149,-129.491,-286.685,-159.486,Shake
1.998,-0.314,-1.373,258.562,263.786,89.434,Shake
0.064,0.197,-0.361,286.685,286.685,178.491,Shake
-1.666,0.780,-1.827,-37.345,286.685,286.685,Shake
-1.999,-0.580,-1.589,-115.841,286.685,282.730,Shake
-1.999,-0.596,0.231,-116.541,21.114,-134.768,Shake
-1.469,-0.016,-1.501,114.503,-286.685,-286.685,Shake
-1.586,-0.284,-0.831,115.640,-286.685,-158.139,Shake
1.367,-0.796,-1.190,208.189,-285.215,-113.024,Shake
0.877,-0.353,-0.066,137.848,286.685,-164.045,Shake
-0.838,-0.272,0.449,-211.724,286.685,31.456,Shake
-1.575,-0.317,0.525,-256.524,286.624,142.065,Shake
-1.999,-0.457,-0.100,-155.277,-283.027,-54.320,Shake
-1.999,-0.479,-0.138,39.209,-286.685,-108.938,Shake
-1.309,-0.128,0.233,15.706,-286.685,-194.924,Shake
-0.176,-0.421,-0.723,-146.458,-286.685,-276.045,Shake
1.360,-0.726,-1.082,27.003,-286.326,-168.753,Shake
1.998,-0.054,-0.721,160.773,197.286,7.403,Shake
-0.315,0.131,-0.781,9.004,286.685,155.864,Shake
-1.999,-0.070,-1.798,-108.518,286.685,286.685,Shake
-1.999,-0.652,-0.051,77.210,286.685,255.465,Shake
-1.999,-0.722,1.348,-6.729,192.798,-107.152,Shake
-1.910,0.005,-0.645,44.984,-286.685,-268.546,Shake
-1.632,-0.227,-0.702,-23.240,-286.685,-125.808,Shake
1.401,-0.631,-1.232,123.357,-285.626,-64.925,Shake
1.773,-0.532,-0.773,97.055,286.685,-195.965,Shake
-0.667,-0.060,-0.352,-73.658,286.685,-115.202,Shake
-1.900,-0.657,-0.661,-253.348,286.685,53.874,Shake
-1.999,-0.644,0.672,-36.041,31.491,-57.803,Shake
-1.879,-0.370,-0.277,69.134,-286.685,-183.374,Shake
-1.809,-0.480,-0.344,18.016,-286.685,-95.576,Shake
-1.187,-0.360,-0.365,41.886,-286.685,-124.040,Shake
0.245,-0.667,-1.041,4.646,-286.685,-65.327,Shake
1.998,-0.532,-1.653,8.960,-159.705,-59.237,Shake
0.750,-0.348,-0.910,43.610,286.685,-22.374,Shake
-0.550,-0.107,-1.042,25.130,286.685,54.197,Shake
-1.999,-0.225,-1.974,41.125,286.685,282.984,Shake
-1.999,-0.281,-0.280,141.706,286.685,178.806,Shake
-1.999,-0.776,1.385,64.540,138.337,-146.956,Shake
-1.495,-0.338,0.362,108.929,-286.685,-232.400,Shake
-1.354,-0.608,-0.290,29.724,-286.685,-62.309,Shake
-0.891,-0.756,0.053,-41.676,-286.685,-129.614,Shake
0.046,-0.714,-0.093,-50.785,-286.685,-173.863,Shake
1.544,-0.718,-0.314,13.956,-286.685,-54.976,Shake
1.631,-0.354,-0.316,72.249,-44.196,57.356,Shake
0.365,-0.484,-0.373,-38.885,286.685,11.778,Shake
-1.291,-0.180,-0.600,-50.103,286.685,139.615,Shake
-1.999,-0.438,-0.808,-22.995,286.685,238.420,Shake
-1.999,-0.717,-0.073,-9.564,286.685,119.823,Shake
-1.999,-0.549,0.697,-81.077,76.545,-233.048,Shake
-1.159,-0.176,-0.813,82.058,-286.685,-212.030,Shake
-1.554,-0.634,-0.874,-20.099,-286.685,-170.712,Shake
-1.235,-0.609,-0.671,-106.304,-286.685,-261.503,Shake
-0.228,-0.516,-1.044,-128.669,-286.685,-286.449,Shake
1.998,-0.500,-1.997,62.790,-276.185,-152.399,Shake
0.997,-0.048,-0.583,183.794,286.685,-4.305,Shake
-1.119,0.103,0.161,-44.905,286.685,235.305,Shake
-1.999,-0.476,-0.889,-81.594,286.685,286.685,Shake
-1.999,-0.599,-0.348,-45.736,286.685,136.465,Shake
-1.999,-0.366,0.291,-74.331,87.448,-177.651,Shake
-1.531,-0.097,-0.918,149.590,-286.685,-243.512,Shake
-1.284,-0.542,-0.504,107.205,-286.685,-246.969,Shake
-0.266,-0.386,-0.601,20.344,-286.685,-286.685,Shake
1.769,-0.490,-1.411,-90.930,-286.685,-240.214,Shake
1.998,-0.560,-1.959,-26.880,-21.009,59.062,Shake
0.363,0.413,-0.996,74.655,286.685,242.585,Shake
-1.438,0.558,-1.796,-51.625,286.685,286.685,Shake
-1.999,-0.245,-1.997,-112.621,286.685,286.685,Shake
-1.999,-0.659,-0.866,-96.530,286.685,231.280,Shake
-1.999,-0.376,-0.517,-165.217,-10.719,-249.410,Shake
-1.717,0.129,-1.934,282.914,-286.685,-286.685,Shake
-1.999,-0.172,-1.006,174.492,-286.685,-285.154,Shake
-0.532,-0.516,-1.725,-5.329,-286.685,-286.685,Shake
1.998,-0.299,-1.997,-44.284,-218.636,-178.745,Shake
0.704,0.794,-0.581,8.312,286.685,208.250,Shake
-1.999,-0.530,-0.705,-284.392,286.685,286.685,Shake
-1.999,-1.033,0.528,-41.335,-10.972,91.823,Shake
-1.233,-0.265,0.292,89.364,-286.685,-104.772,Shake
-0.413,-0.551,-0.251,53.322,-286.685,146.492,Shake
-0.426,-0.439,-0.690,83.702,-285.749,197.846,Shake
-0.601,-0.156,0.014,244.886,-127.435,46.812,Shake
-1.070,-0.450,1.187,99.872,28.184,35.761,Shake
-0.471,-0.228,0.613,5.696,98.665,-43.557,Shake
-1.433,0.330,0.430,-59.124,-26.198,-87.544,Shake
-1.156,-0.659,0.542,65.327,98.411,-21.997,Shake
-1.733,-0.255,0.669,141.523,162.312,-65.573,Shake
-0.356,-0.479,1.342,103.162,183.488,-55.641,Shake
-0.951,-0.322,0.558,-31.649,98.192,15.776,Shake
-0.433,-0.250,1.421,-126.954,-21.980,-14.927,Shake
-1.286,0.119,0.836,-174.519,-104.457,-28.306,Shake
-0.891,-0.661,0.881,-286.685,-255.246,-5.661,Shake
-1.337,-0.167,-0.017,-286.685,-286.685,-153.011,Shake
0.052,-1.469,1.039,-286.685,-286.685,-246.260,Shake
0.506,-1.549,-0.344,-286.685,-286.685,-152.924,Shake
-0.227,-1.141,-1.622,-259.647,-172.270,42.796,Shake
-0.251,-0.382,-1.997,275.362,154.805,112.201,Shake
-0.533,0.161,-1.101,286.685,286.685,146.020,Shake
-1.477,0.941,0.643,286.685,286.685,277.576,Shake
-0.981,0.178,1.999,286.685,286.685,146.729,Shake
-0.850,-0.092,0.545,146.003,286.685,35.744,Shake
-1.642,0.229,-0.900,-183.636,222.941,0.560,Shake
-1.740,0.537,-0.752,-286.685,-251.685,-159.119,Shake
-1.838,1.377,0.139,-286.685,-286.685,-286.685,Shake
-0.778,1.973,-1.712,-286.685,-286.685,-286.685,Shake
0.158,0.126,-1.997,-286.685,-286.685,-284.716,Shake
1.463,-1.999,-1.861,-286.685,-286.641,-10.911,Shake
-1.470,0.605,-1.988,286.685,285.880,270.559,Shake
-0.981,1.026,-1.026,286.685,286.685,104.948,Shake
-1.103,1.211,0.189,286.685,286.685,225.312,Shake
-0.807,0.937,1.954,286.685,286.685,204.312,Shake
-0.808,0.597,1.280,281.829,286.685,19.128,Shake
-0.690,0.500,-1.017,-122.745,98.158,-258.939,Shake
-0.438,0.095,-1.997,-141.951,-251.484,-286.685,Shake
0.040,0.261,-1.997,-32.620,-286.685,-286.685,Shake
1.762,1.997,-1.264,-44.459,-286.685,-286.685,Shake
1.998,1.997,-0.362,-286.685,-286.685,-286.685,Shake
1.998,-0.160,-1.997,-286.685,-286.580,-286.685,Shake
1.998,-1.939,-1.997,161.665,121.993,118.729,Shake
1.998,1.819,-1.962,286.685,286.685,286.685,Shake
1.998,0.280,-1.240,275.161,132.090,286.685,Shake
1.998,-0.484,-0.457,119.770,-151.681,286.685,Shake
1.977,-0.181,0.233,126.122,-178.561,286.685,Shake
1.756,0.350,0.415,146.606,-105.787,286.685,Shake
0.849,1.399,0.515,152.128,45.675,286.685,Shake
-0.379,1.997,0.309,21.438,22.199,286.685,Shake
-1.499,1.997,-0.300,-66.421,-41.615,286.221,Shake
-1.838,1.997,-0.409,-14.262,-42.114,138.889,Shake
-0.923,1.668,0.279,170.074,96.591,-185.404,Shake
-0.913,1.994,0.447,132.755,146.151,-286.685,Shake
-0.262,1.997,0.254,3.307,90.598,-286.685,Shake
1.712,1.997,0.133,-123.471,82.110,-286.685,Shake
1.998,1.997,-0.939,-286.685,-126.630,-286.685,Shake
1.998,0.509,-1.997,-286.685,-112.324,-286.685,Shake
1.998,-1.171,-1.997,3.220,281.636,-61.897,Shake
1.998,0.165,-1.997,166.819,285.101,285.136,Shake
1.998,0.489,-1.929,286.685,-22.199,286.685,Shake
1.998,-0.005,0.027,286.685,-235.200,286.685,Shake
1.998,0.045,1.013,286.685,-51.923,286.685,Shake
1.712,0.838,1.312,286.685,196.035,286.685,Shake
1.070,1.163,0.739,169.531,286.685,286.685,Shake
0.784,1.451,-0.360,26.950,286.685,286.685,Shake
0.548,1.660,-0.825,27.160,286.685,286.685,Shake
0.282,1.521,-1.575,93.923,286.685,286.685,Shake
0.034,1.328,-1.491,222.469,286.685,286.685,Shake
-0.295,1.081,-1.439,223.003,265.405,198.249,Shake
-0.867,0.665,-1.997,162.146,34.134,28.919,Shake
-0.787,0.859,-1.997,224.989,-286.685,-245.621,Shake
0.545,1.997,-0.511,199.395,-286.685,-286.685,Shake
1.998,1.997,0.196,-271.267,-286.685,-286.685,Shake
1.998,1.997,-1.415,-286.685,-286.685,-286.685,Shake
1.998,-1.757,-1.997,-277.734,-270.830,-286.685,Shake
1.998,-1.968,-0.863,270.629,54.845,90.020,Shake
1.998,1.470,-0.032,286.685,286.685,286.685,Shake
1.998,0.944,0.389,193.533,286.685,286.685,Shake
1.998,0.047,1.170,45.229,286.685,286.685,Shake
1.998,0.932,1.129,-102.979,286.685,286.685,Shake
1.998,1.963,0.143,-244.081,286.685,286.685,Shake
1.998,1.997,-0.504,-242.217,286.685,286.685,Shake
1.989,1.997,-1.997,-191.887,286.685,286.685,Shake
0.051,1.379,-1.997,-124.346,269.413,256.769,Shake
-0.141,1.470,-1.997,125.221,-286.519,-153.501,Shake
0.677,1.997,-1.515,250.775,-286.685,-286.685,Shake
1.200,1.997,-0.557,111.335,-286.685,-286.685,Shake
1.998,1.997,-0.637,-156.056,-286.685,-286.685,Shake
1.998,1.990,-1.897,-286.685,-286.685,-286.685,Shake
1.998,-1.999,-1.997,-260.645,-238.665,-286.685,Shake
1.998,-1.995,-1.029,148.400,185.421,282.879,Shake
1.998,0.871,-0.849,239.199,286.685,286.685,Shake
1.998,0.074,-0.354,109.839,184.712,286.685,Shake
1.998,-0.140,0.337,31.334,121.607,286.685,Shake
1.998,0.584,0.444,60.077,253.085,286.685,Shake
1.998,1.997,0.260,24.946,286.685,286.685,Shake
1.990,1.997,-1.347,-156.590,286.685,286.685,Shake
0.774,1.888,-1.997,-23.739,286.685,286.685,Shake
-0.136,1.235,-1.997,6.843,286.685,274.759,Shake
-0.550,1.009,-1.997,44.975,-27.370,-23.765,Shake
-0.008,1.077,-1.997,246.601,-286.685,-284.987,Shake
0.231,1.993,-1.307,286.685,-286.685,-286.685,Shake
1.297,1.997,-0.650,271.696,-286.685,-286.685,Shake
1.998,1.997,-0.036,-110.950,-286.685,-286.685,Shake
1.998,1.130,-1.034,-277.568,-286.685,-286.685,Shake
1.998,-1.999,-1.540,-114.800,-163.030,-277.559,Shake
1.998,-0.321,0.066,227.693,218.024,286.685,Shake
1.998,1.164,-0.060,200.988,286.685,286.685,Shake
1.998,0.531,-0.374,25.532,286.685,286.685,Shake
1.998,0.527,0.555,-8.496,286.650,286.685,Shake
1.998,1.112,0.551,-61.924,286.685,286.685,Shake
1.998,1.795,-0.304,-138.154,286.685,286.685,Shake
1.905,1.997,-1.906,-164.745,286.685,286.685,Shake
-0.388,0.882,-1.997,-56.840,286.685,286.685,Shake
-1.258,0.354,-1.997,-50.680,-253.304,68.145,Shake
-0.344,0.498,-1.997,-43.934,-286.685,-238.280,Shake
0.758,-0.491,-1.262,-247.940,-286.685,-286.685,Shake
1.728,-0.318,-0.048,-286.685,-286.685,-286.685,Shake
1.998,-1.999,-1.108,-286.685,-286.685,-277.979,Shake
1.998,-1.999,1.223,246.951,-118.107,286.685,Shake
-1.658,1.679,1.999,143.150,124.793,286.685,Shake
-0.458,0.137,0.963,-286.685,-246.251,212.844,Shake
-0.787,0.313,-0.352,-286.685,28.446,279.545,Shake
-1.029,0.404,-0.142,-226.048,126.779,75.793,Shake
-1.168,0.391,-0.173,-147.831,218.146,-31.141,Shake
-1.048,0.775,-0.277,155.348,286.685,-222.801,Shake
0.837,0.975,0.863,286.685,286.685,-286.685,Shake
1.998,0.869,1.999,286.685,286.685,-286.685,Shake
1.998,-0.320,1.999,129.325,286.685,-286.685,Shake
1.998,-1.999,-0.742,-286.685,286.685,-81.524,Shake
1.998,-1.067,-0.762,-153.510,286.685,286.685,Shake
1.826,0.380,-0.439,-155.706,286.685,286.685,Shake
0.862,0.074,-1.107,-257.652,286.685,286.685,Shake
-0.010,-1.007,-1.997,-13.554,72.424,284.620,Shake
0.738,0.128,-1.997,146.842,-286.685,113.348,Shake
1.998,1.997,-0.240,45.588,-286.685,-273.385,Shake
1.998,1.994,-0.604,-285.399,-286.685,-286.685,Shake
1.998,-1.999,-1.997,-286.685,-286.685,-286.685,Shake
1.835,-0.492,-1.997,200.699,-107.870,263.883,Shake
-1.999,1.990,-0.255,286.685,237.151,239.059,Shake
-0.350,-0.164,0.732,18.935,-202.641,-276.526,Shake
1.144,-1.776,-1.602,255.062,155.356,-111.554,Shake
-0.582,0.680,-0.942,286.685,286.685,100.004,Shake
-1.007,0.340,1.572,286.685,286.685,86.537,Shake
-0.615,-0.276,1.999,286.685,286.685,22.400,Shake
0.015,-0.469,1.999,286.335,286.685,-42.919,Shake
-0.784,0.125,1.176,-89.714,286.685,-39.716,Shake
-1.310,-0.092,0.350,-168.262,286.685,-117.906,Shake
-0.942,0.255,0.908,-196.866,286.685,-202.458,Shake
-0.507,0.380,0.753,-242.760,286.685,-259.823,Shake
0.069,0.777,0.011,-272.169,286.685,-246.277,Shake
0.542,0.812,-1.356,-198.625,286.685,-286.685,Shake
0.869,0.550,-1.997,-76.851,231.254,-286.685,Shake
1.242,0.429,-1.997,264.513,-104.519,-286.685,Shake
0.733,1.970,-1.428,286.685,-241.167,-286.685,Shake
0.414,1.997,-0.148,286.685,-286.685,-286.685,Shake
1.998,1.997,0.718,286.685,-286.685,-286.685,Shake
1.998,1.997,0.521,286.685,-286.685,-286.685,Shake
1.998,1.960,1.127,286.685,-286.685,-286.685,Shake
1.998,-1.947,0.704,105.525,-286.685,-286.685,Shake
1.998,-0.277,0.098,223.982,-220.062,286.090,Shake
1.998,1.923,-1.470,286.685,-4.690,286.685,Shake
1.998,0.937,-1.306,286.685,-280.105,286.685,Shake
1.998,0.014,-0.066,286.685,-286.685,286.685,Shake
1.845,0.989,-1.104,286.685,71.872,286.685,Shake
0.825,1.663,-1.337,286.685,274.741,286.685,Shake
0.110,1.997,-1.403,286.685,286.685,286.685,Shake
-0.995,1.997,-1.294,286.685,286.685,286.685,Shake
-1.464,1.997,-0.006,286.685,286.685,286.685,Shake
-1.916,1.759,1.588,286.685,286.685,155.523,Shake
-1.543,1.993,1.577,123.515,286.685,-173.845,Shake
0.665,1.997,-0.470,-103.976,286.685,-286.685,Shake
0.913,0.810,0.460,230.492,286.685,-286.685,Shake
0.349,0.984,-0.313,283.719,286.685,-286.685,Shake
0.232,1.089,-0.849,286.685,286.685,-286.685,Shake
1.963,-0.156,-1.997,286.685,165.602,-286.685,Shake
1.365,1.653,-0.893,286.685,-90.195,-286.685,Shake
0.094,1.997,1.999,286.685,-285.959,-286.685,Shake
1.932,1.997,1.981,286.685,-286.685,-286.685,Shake
1.998,1.997,0.695,286.685,-286.685,-286.685,Shake
1.998,-0.005,-0.587,286.685,-286.685,-286.685,Shake
1.998,-1.986,-0.086,187.626,-286.685,-34.737,Shake
1.998,0.406,-0.843,233.520,-279.134,286.685,Shake
1.639,1.997,-1.576,286.685,-285.766,286.685,Shake
1.998,1.121,-1.810,204.505,-286.685,286.685,Shake
1.998,0.821,0.516,286.685,-286.685,286.685,Shake
-0.376,1.997,1.360,286.685,-286.685,286.685,Shake
-1.999,1.997,0.307,286.685,-286.668,49.254,Shake
0.698,1.957,-0.267,286.685,-211.383,-277.839,Shake
1.671,1.994,0.401,286.685,-211.190,-133.753,Shake
0.215,1.997,1.100,286.685,-224.096,-86.048,Shake
1.085,1.679,1.448,286.685,-164.115,-140.971,Shake
0.223,1.633,1.584,286.685,-121.756,69.177,Shake
-1.153,1.997,1.671,286.685,-79.144,66.728,Shake
-0.620,1.774,1.958,286.685,69.668,-82.066,Shake
-0.653,1.997,1.999,233.739,114.459,-175.245,Shake
-1.799,1.997,1.483,0.035,157.605,-281.024,Shake
-1.662,1.997,1.999,84.875,278.845,-286.685,Shake
-1.016,1.766,1.348,10.833,286.685,-286.685,Shake
-1.705,1.070,1.314,108.561,286.685,-286.685,Shake
-1.588,1.253,0.765,78.137,286.685,-286.685,Shake
-0.149,1.035,-1.507,11.445,286.685,-286.685,Shake
1.998,-0.264,-1.997,281.505,78.566,-286.685,Shake
1.795,1.971,-1.159,286.685,-218.479,-286.685,Shake
0.890,1.997,0.783,286.685,-286.685,-286.685,Shake
1.998,1.997,0.694,286.685,-286.685,-286.685,Shake
1.998,1.997,1.056,286.685,-286.685,-286.685,Shake
1.998,0.325,1.999,286.685,-286.685,-286.685,Shake
1.998,-1.984,1.999,255.281,-286.685,-249.883,Shake
1.998,1.389,1.411,96.442,-122.850,286.685,Shake
1.050,1.985,-1.277,-40.705,-279.589,286.685,Shake
1.901,0.587,-0.859,-140.350,-286.685,286.685,Shake
1.998,0.211,-0.818,63.341,-286.685,286.685,Shake
1.998,1.997,-0.079,286.685,-286.685,286.685,Shake
0.802,1.997,1.999,286.659,-286.685,286.685,Shake
-1.999,1.094,1.999,-115.264,-280.726,212.109,Shake
-1.999,1.995,1.154,-54.259,46.559,-0.096,Shake
0.324,0.619,-1.355,132.738,133.691,-286.685,Shake
-0.929,0.948,1.038,286.685,86.275,-286.685,Shake
-1.157,1.739,1.999,113.698,233.791,-286.685,Shake
0.606,1.997,0.914,-217.018,285.915,-286.685,Shake
1.998,1.992,0.743,-268.476,286.685,-286.685,Shake
1.998,1.041,-0.336,-240.975,286.685,-286.685,Shake
1.998,1.265,0.008,-270.830,210.857,-286.685,Shake
1.998,1.070,0.085,-284.742,212.266,-286.685,Shake
1.998,1.126,0.183,-282.223,253.960,-286.685,Shake
1.998,0.662,0.398,-286.685,249.594,-283.474,Shake
1.998,0.450,0.767,-286.685,251.571,10.544,Shake
1.998,0.671,1.114,-286.685,286.685,220.001,Shake
1.998,0.880,1.116,-286.685,286.685,286.685,Shake
1.998,0.652,1.538,-286.685,286.685,286.685,Shake
1.998,0.810,1.623,-286.685,286.685,286.685,Shake
1.954,1.997,1.203,-286.685,286.685,286.685,Shake
1.455,1.498,-0.313,-286.685,286.685,286.685,Shake
0.452,1.374,-1.224,-280.359,234.727,286.685,Shake
-1.349,1.321,-0.783,-117.058,57.164,286.685,Shake
-1.999,1.598,1.275,-40.775,-81.839,286.685,Shake
-1.925,1.096,1.377,43.514,-10.097,286.685,Shake
-1.547,1.011,1.028,12.119,-36.260,286.685,Shake
-1.774,1.443,0.437,112.009,-98.114,286.685,Shake
-1.903,1.656,0.551,86.415,-279.580,171.815,Shake
-1.689,1.623,1.999,29.820,-284.699,-69.107,Shake
-1.360,1.310,1.999,-147.184,-147.630,-225.601,Shake
0.117,1.390,1.999,-286.685,1.785,-286.685,Shake
1.109,1.997,1.983,-286.685,-35.018,-229.556,Shake
1.413,1.997,0.342,-286.685,-89.355,75.425,Shake
0.228,1.997,0.220,-286.685,-90.939,232.426,Shake
-0.014,1.841,0.226,-286.685,69.930,236.355,Shake
-0.013,1.754,-0.732,-286.685,243.477,157.526,Shake
-0.144,1.584,-0.947,-267.724,286.685,-71.050,Shake
0.175,1.920,0.391,-139.571,286.685,-254.634,Shake
1.310,1.997,0.968,-268.056,286.685,-286.685,Shake
1.729,1.997,0.402,-270.489,286.685,-286.685,Shake
1.664,1.997,0.973,-235.130,286.685,-286.685,Shake
1.979,1.911,0.184,-286.685,286.685,-286.685,Shake
1.998,0.814,-0.580,-286.685,286.685,-278.180,Shake
1.998,-0.557,-1.718,-286.685,286.685,-10.806,Shake
1.998,-0.225,-1.129,-267.216,286.685,286.685,Shake
1.998,1.329,0.361,-231.822,286.685,286.685,Shake
1.998,1.986,1.307,-277.953,286.685,286.685,Shake
1.998,1.345,0.467,-286.685,152.163,286.685,Shake
1.998,1.997,0.004,-285.845,-53.147,286.685,Shake
1.998,1.997,0.736,-257.758,-135.284,286.685,Shake
0.632,1.997,1.615,-250.040,-275.117,286.685,Shake
-0.936,1.997,1.711,-272.606,-267.505,286.685,Shake
-0.157,1.997,-1.494,-261.651,-286.685,286.685,Shake
1.087,1.997,1.118,-147.289,-286.685,286.685,Shake
0.309,1.997,1.999,-67.226,-286.685,286.668,Shake
-1.551,1.980,1.999,-205.958,-286.685,-38.281,Shake
0.339,0.682,1.999,-286.685,-284.182,-175.560,Shake
0.541,1.867,1.999,-286.685,-286.685,-22.663,Shake
0.592,1.997,1.498,-286.685,-286.685,112.709,Shake
-0.488,1.997,0.330,-286.685,-138.871,207.419,Shake
-1.796,1.988,-1.997,-286.685,56.893,-118.090,Shake
0.494,1.213,-0.061,173.224,286.685,-286.685,Shake
1.699,1.991,1.999,265.335,286.685,-286.685,Shake
1.998,1.997,0.880,-285.556,286.685,-286.685,Shake
1.998,-0.079,-1.919,-286.685,165.734,-286.606,Shake
1.998,-0.691,-0.298,-178.867,63.525,-39.961,Shake
1.998,-0.646,1.018,-140.070,64.418,215.600,Shake
1.998,0.289,1.949,-251.650,214.393,286.685,Shake
1.998,1.182,1.997,-286.685,286.685,286.685,Shake
1.998,1.617,1.506,-286.685,286.685,286.685,Shake
1.998,1.997,0.081,-286.685,286.685,286.685,Shake
1.998,1.997,-1.193,-286.685,286.685,286.685,Shake
0.803,1.997,-1.997,-97.230,286.685,286.685,Shake
-1.091,1.825,-1.997,82.775,99.514,286.685,Shake
-1.209,1.988,-1.938,33.827,-286.685,169.496,Shake
1.454,1.997,1.951,-177.861,-286.685,-286.169,Shake
1.998,-0.197,0.006,-286.685,-286.685,-286.685,Shake
1.998,-1.999,-0.701,-286.685,-286.685,-268.021,Shake
0.887,-0.263,-1.193,-286.685,-286.685,25.183,Shake
0.637,-0.455,-1.124,280.201,285.626,117.092,Shake
0.928,-0.467,-0.433,123.944,262.859,63.315,Shake
1.740,-1.145,-1.448,-165.944,-78.995,28.989,Shake
1.998,-1.562,-0.721,125.361,79.424,178.150,Shake
1.759,-0.466,0.343,286.685,286.685,286.685,Shake
1.887,0.439,0.159,286.685,286.685,286.685,Shake
1.662,0.767,0.313,233.214,286.685,286.685,Shake
1.798,0.926,-0.006,-105.569,286.685,254.625,Shake
1.063,1.029,-1.947,-285.206,286.685,120.033,Shake
-0.494,0.181,-1.997,-32.952,277.436,-157.238,Shake
0.087,-0.308,-1.997,64.243,-128.266,-286.466,Shake
1.550,1.357,-1.997,286.685,-286.685,-286.685,Shake
1.998,1.997,-0.147,286.685,-286.685,-286.685,Shake
1.998,1.997,-0.861,187.609,-286.685,-286.685,Shake
1.998,0.403,-1.583,11.506,-286.685,-286.685,Shake
1.998,-1.999,-0.275,198.109,-286.685,-233.625,Shake
1.998,-0.664,0.720,286.685,104.501,283.693,Shake
1.882,1.679,-0.255,286.685,286.685,286.685,Shake
1.986,-0.370,0.589,115.605,286.685,286.685,Shake
1.998,-0.685,0.746,25.952,286.685,286.685,Shake
1.998,-0.094,0.382,-68.574,286.685,286.685,Shake
1.998,0.863,-0.620,-155.374,286.685,286.685,Shake
1.997,1.646,-1.997,-255.273,286.685,286.685,Shake
-0.127,1.365,-1.997,-142.231,286.685,286.685,Shake
-1.723,0.559,-1.997,57.260,122.027,198.266,Shake
-0.669,0.301,-1.731,74.174,-286.685,-203.429,Shake
-0.305,0.215,-1.020,43.347,-286.685,-286.685,Shake
0.348,0.211,0.026,93.266,-286.685,-286.685,Shake
1.712,-0.197,0.815,-65.564,-286.685,-286.685,Shake
1.998,-1.999,1.745,-179.314,-286.685,-286.169,Shake
1.381,-0.531,1.714,87.999,-0.333,181.869,Shake
1.183,-1.032,0.197,255.780,145.276,82.819,Shake
0.354,-0.234,1.279,190.759,140.341,43.024,Shake
-0.246,-0.554,0.906,-73.290,20.895,77.140,Shake
0.233,-1.185,0.774,-33.215,35.726,61.556,Shake
-0.194,-0.783,-0.076,-88.874,-29.286,73.272,Shake
-0.176,-0.635,0.215,-125.895,-30.336,96.906,Shake
0.097,-1.323,-0.789,-228.428,10.141,115.395,Shake
0.122,-0.859,0.269,35.455,90.466,101.141,Shake
-0.535,-1.169,0.358,-52.859,142.345,63.114,Shake
-1.051,-1.005,-0.493,-235.594,286.685,20.142,Shake
-1.959,-1.448,0.473,94.885,-137.637,-206.036,Shake
-1.966,-0.582,-0.758,248.106,-286.685,-286.685,Shake
-0.999,0.478,-1.997,286.685,-286.685,-286.685,Shake
0.272,0.880,-1.995,268.275,-286.685,-286.685,Shake
1.584,0.496,-1.997,150.955,-273.682,-160.387,Shake
1.003,0.091,-1.890,-56.595,286.685,33.005,Shake
0.068,0.034,-0.285,-100.170,286.685,169.759,Shake
-0.890,-0.386,0.463,-90.457,286.685,285.189,Shake
-1.740,-1.127,0.942,-153.694,286.685,198.424,Shake
-1.515,-0.924,1.874,-205.144,181.405,-24.728,Shake
-0.503,-0.896,-0.254,247.380,-286.685,-35.201,Shake
-0.178,-0.516,0.098,286.685,-286.685,-22.514,Shake
0.016,-0.565,-0.821,231.595,-284.944,-130.060,Shake
1.280,-0.128,-1.563,33.338,199.491,-207.664,Shake
0.653,0.462,-0.231,-76.073,286.685,-64.426,Shake
-1.283,-0.141,0.210,-108.640,286.685,285.198,Shake
-1.518,-0.646,0.553,-108.272,286.685,286.685,Shake
-1.203,-0.341,0.280,-135.065,286.685,286.685,Shake
-1.453,-0.216,1.458,-33.057,-140.621,286.685,Shake
-1.999,-1.252,1.999,240.354,-286.685,285.652,Shake
-1.999,-1.191,1.999,-180.994,-286.685,-167.694,Shake
-1.999,-0.672,-0.539,-36.278,-286.685,-286.685,Shake
0.182,-0.953,-1.997,286.685,-286.685,-153.230,Shake
1.998,-0.268,-1.977,286.283,-281.531,100.345,Shake
0.870,-0.016,-0.649,-233.056,286.685,-180.171,Shake
-0.636,-1.017,1.081,-284.279,286.685,-58.126,Shake
-0.560,-0.683,1.779,-261.196,286.685,-85.654,Shake
-0.585,-0.258,1.999,-286.685,286.685,-215.863,Shake
-0.413,-0.170,1.803,-202.720,-198.406,-115.868,Shake
-0.143,-0.132,1.033,138.565,-286.685,75.941,Shake
