Ax,Ay,Az,Gx,Gy,Gz,Label
0.019,0.118,0.808,286.685,-17.202,5.469,Pitch
0.002,0.583,1.147,286.685,-29.120,17.185,Pitch
-0.039,1.353,0.541,286.685,-64.872,39.331,Pitch
0.100,0.893,0.938,286.685,-86.310,-86.844,Pitch
0.047,1.039,0.671,286.676,-54.705,-88.769,Pitch
-0.003,0.910,0.343,38.237,-29.916,-40.766,Pitch
0.067,0.875,0.372,-144.944,-24.526,15.523,Pitch
0.005,0.827,0.428,-124.819,-7.236,44.266,Pitch
-0.077,0.946,0.598,-96.250,-19.478,38.316,Pitch
0.267,1.408,1.580,-271.749,0.044,56.368,Pitch
0.047,1.587,0.869,-286.685,83.221,83.335,Pitch
-0.027,1.163,0.837,-286.685,24.552,77.070,Pitch
0.070,0.079,0.541,-286.685,33.145,48.107,Pitch
-0.010,-0.316,0.346,-286.685,70.927,-9.441,Pitch
-0.027,-0.825,-0.022,-183.391,37.196,-18.130,Pitch
0.052,-0.524,0.574,160.816,-18.515,-3.596,Pitch
0.017,-0.428,0.859,162.488,-3.763,-23.555,Pitch
0.257,-0.409,0.516,286.685,-14.219,-44.888,Pitch
-0.007,0.078,0.917,286.685,55.545,4.550,Pitch
-0.055,0.534,0.829,286.685,51.537,3.325,Pitch
-0.154,1.357,0.799,286.685,-54.460,42.096,Pitch
-0.058,1.010,1.025,286.685,-112.035,-30.651,Pitch
-0.020,1.011,0.686,49.472,-54.241,-28.149,Pitch
0.015,1.087,0.724,-141.549,-26.670,-5.189,Pitch
0.061,1.194,0.988,-286.685,-13.597,9.074,Pitch
0.146,1.227,0.925,-286.685,29.715,27.667,Pitch
-0.024,0.903,0.805,-286.685,-20.414,40.486,Pitch
-0.063,-0.122,0.348,-286.685,-1.732,57.978,Pitch
-0.147,-0.418,0.230,-283.176,-2.126,28.770,Pitch
-0.116,-0.519,0.303,-77.516,-30.660,19.722,Pitch
0.005,-0.397,0.425,98.018,-22.584,-6.536,Pitch
-0.014,-0.225,0.424,286.685,2.284,20.125,Pitch
0.114,0.205,1.214,286.685,-9.599,-17.395,Pitch
0.132,0.736,0.952,286.685,-7.884,11.988,Pitch
0.146,1.168,0.874,286.685,-40.539,27.160,Pitch
0.082,1.251,1.072,286.685,-94.115,1.076,Pitch
0.160,1.184,0.821,13.151,64.409,13.046,Pitch
0.135,1.161,0.627,-223.099,64.216,34.755,Pitch
0.159,1.180,0.980,-286.685,10.203,8.505,Pitch
0.099,0.932,0.970,-286.685,57.479,-17.194,Pitch
0.292,0.560,0.644,-286.685,58.607,24.071,Pitch
-0.152,-0.225,0.096,-286.685,21.700,38.710,Pitch
-0.233,-0.320,0.207,-285.880,23.660,-0.271,Pitch
-0.186,-0.890,0.382,-65.152,-5.469,-28.726,Pitch
-0.169,-0.628,0.503,193.357,-21.901,-39.366,Pitch
0.023,-0.199,0.624,286.685,14.000,-57.820,Pitch
-0.060,0.078,0.855,286.685,-2.818,-46.016,Pitch
0.003,1.200,1.192,286.685,-43.925,25.594,Pitch
0.269,1.213,0.925,286.685,-56.875,2.406,Pitch
0.421,0.935,1.401,277.987,-91.481,28.560,Pitch
0.141,1.156,0.862,-112.980,74.077,24.351,Pitch
0.126,1.206,0.759,-283.684,39.498,27.142,Pitch
0.187,0.858,0.821,-286.685,57.347,-10.307,Pitch
0.041,0.321,0.812,-286.685,61.066,-19.661,Pitch
-0.004,0.057,0.790,-286.685,49.236,-11.699,Pitch
-0.084,-0.047,0.369,-286.685,53.909,-13.877,Pitch
-0.135,-0.412,0.283,-212.791,-41.842,13.090,Pitch
-0.041,-0.529,0.685,38.430,-23.301,-18.025,Pitch
0.086,-0.295,0.941,163.126,-11.812,-34.361,Pitch
-0.062,-0.186,0.914,286.685,3.946,2.590,Pitch
0.003,0.805,1.209,286.685,-40.145,-2.336,Pitch
0.074,0.564,1.172,286.685,-49.770,29.715,Pitch
-0.158,0.700,1.319,286.685,13.834,35.796,Pitch
-0.127,0.684,1.139,243.583,45.045,13.134,Pitch
0.045,0.551,0.705,148.111,-48.597,45.798,Pitch
0.053,0.698,0.698,58.537,-1.479,-5.451,Pitch
0.095,0.690,0.829,-97.090,-18.699,3.868,Pitch
0.137,0.812,0.909,-281.969,-4.812,15.076,Pitch
0.086,0.637,1.034,-286.685,19.985,-12.206,Pitch
0.110,0.342,0.966,-286.685,38.500,-35.840,Pitch
0.028,-0.196,0.752,-286.685,50.978,-28.621,Pitch
-0.003,-0.188,0.676,-286.685,10.062,-0.333,Pitch
-0.030,-0.653,0.421,-186.673,-5.294,6.886,Pitch
-0.013,-0.703,0.804,19.066,-7.175,-16.257,Pitch
0.034,-0.664,0.781,217.438,-7.201,-9.336,Pitch
-0.041,-0.265,0.567,286.685,4.716,-20.808,Pitch
-0.007,0.261,1.166,286.685,27.484,-23.170,Pitch
0.037,0.591,1.106,286.685,23.809,11.839,Pitch
-0.150,0.602,0.909,286.685,-4.086,47.311,Pitch
-0.124,0.798,0.232,286.685,-42.368,-0.683,Pitch
0.032,0.938,0.638,252.333,-70.385,-39.244,Pitch
0.071,0.975,0.981,5.688,-20.458,-42.647,Pitch
0.145,1.035,0.764,-285.556,-27.177,16.984,Pitch
0.021,0.934,0.700,-286.685,2.888,25.734,Pitch
0.023,0.431,0.849,-286.685,20.659,-9.188,Pitch
0.053,-0.006,0.837,-286.685,18.471,10.273,Pitch
-0.044,-0.168,0.745,-286.685,-42.438,22.286,Pitch
0.061,-0.401,0.760,-286.685,-41.046,18.191,Pitch
-0.088,-0.791,0.859,-126.963,-2.485,4.182,Pitch
-0.039,-0.704,0.605,161.149,0.385,19.819,Pitch
-0.026,-0.141,1.048,286.685,2.231,-10.903,Pitch
0.091,0.308,1.205,286.685,18.121,-28.376,Pitch
0.087,0.353,0.915,286.685,-0.114,-11.594,Pitch
0.017,0.567,0.786,286.685,-20.431,6.073,Pitch
0.122,0.659,0.668,286.685,-50.531,15.995,Pitch
-0.216,0.815,0.841,247.984,-9.695,11.016,Pitch
0.061,0.672,0.510,48.912,-32.226,-5.722,Pitch
0.046,0.825,0.953,-120.006,-67.463,51.800,Pitch
0.184,0.978,1.068,-265.895,-47.057,70.096,Pitch
0.335,1.080,1.242,-286.685,51.625,53.699,Pitch
-0.057,0.684,1.236,-286.685,121.853,-2.161,Pitch
-0.141,0.234,1.021,-286.685,94.185,-12.679,Pitch
-0.213,-0.076,0.496,-286.685,5.451,9.818,Pitch
0.055,-0.708,-0.232,-283.771,-55.772,-5.049,Pitch
0.123,-0.805,0.862,85.452,-13.125,-22.645,Pitch
0.216,-0.559,1.137,134.986,2.888,-22.864,Pitch
-0.000,-0.635,0.658,271.241,28.761,-22.960,Pitch
0.202,-0.227,0.726,286.685,57.627,-50.059,Pitch
-0.018,0.225,1.107,286.685,23.756,4.690,Pitch
0.007,0.540,0.784,286.685,10.465,33.539,Pitch
-0.094,0.701,0.829,286.685,11.891,22.601,Pitch
-0.000,0.769,0.351,286.685,-23.135,17.097,Pitch
-0.156,0.821,0.818,273.394,-44.634,16.030,Pitch
0.079,0.823,0.842,51.564,-54.486,-8.041,Pitch
0.117,0.697,0.833,-260.811,-43.715,52.491,Pitch
0.196,0.785,0.931,-286.685,16.774,35.026,Pitch
0.072,0.747,0.865,-286.685,48.737,21.385,Pitch
0.053,0.194,0.959,-286.685,61.469,-1.566,Pitch
0.070,-0.054,0.831,-286.685,40.338,27.702,Pitch
-0.104,-0.385,0.747,-286.685,26.740,15.243,Pitch
-0.114,-0.736,0.965,-87.229,20.921,-5.215,Pitch
-0.066,-0.614,0.819,71.960,-12.810,8.741,Pitch
-0.083,-0.401,0.693,286.685,-42.324,-15.960,Pitch
0.045,-0.078,0.631,286.685,-11.270,-36.776,Pitch
0.161,0.607,1.044,286.685,7.656,-28.429,Pitch
0.081,0.921,0.930,286.685,-12.801,-9.573,Pitch
0.020,0.800,0.939,286.685,-27.431,-5.302,Pitch
-0.063,0.733,0.717,164.395,-1.628,11.602,Pitch
-0.101,0.639,0.575,-77.009,5.556,20.869,Pitch
-0.037,0.680,0.733,-282.905,-34.659,35.026,Pitch
0.060,0.643,0.692,-286.685,-40.976,46.331,Pitch
0.117,0.281,0.701,-286.685,-12.705,33.478,Pitch
0.096,0.063,0.835,-286.685,48.344,17.535,Pitch
-0.049,0.139,1.212,-286.685,58.153,-19.548,Pitch
0.102,-0.275,1.319,-286.685,70.096,-20.414,Pitch
-0.116,-0.924,0.701,-262.386,56.542,-10.605,Pitch
-0.339,-0.835,0.989,91.586,-7.858,-4.532,Pitch
-0.043,-0.681,0.801,228.760,-43.820,-7.744,Pitch
0.113,-0.221,0.716,286.685,-33.215,-24.115,Pitch
0.188,0.199,1.122,286.685,19.845,24.526,Pitch
0.018,0.549,0.607,286.685,60.743,35.061,Pitch
-0.168,0.539,0.504,286.685,61.224,38.299,Pitch
-0.101,0.847,0.682,286.685,-68.906,62.921,Pitch
-0.067,0.886,0.436,226.126,-92.339,23.205,Pitch
-0.056,0.999,0.818,11.988,-40.460,-4.025,Pitch
-0.040,1.032,0.831,-272.851,23.345,-7.227,Pitch
0.058,0.842,0.857,-286.685,14.779,6.090,Pitch
0.054,0.495,0.996,-286.685,78.085,1.628,Pitch
-0.015,0.297,0.675,-286.685,63.263,-9.520,Pitch
0.048,0.027,0.574,-286.685,-23.993,16.826,Pitch
-0.084,-0.476,0.780,-263.795,-20.580,25.218,Pitch
-0.134,-0.672,0.961,-53.664,5.198,-14.814,Pitch
-0.073,-0.444,1.020,15.645,10.439,-3.658,Pitch
-0.013,-0.544,0.891,217.989,-16.835,-12.591,Pitch
0.109,-0.337,0.732,286.685,-32.847,6.685,Pitch
0.061,0.052,0.778,286.685,-48.720,14.394,Pitch
0.036,0.565,0.813,286.685,-77.823,18.340,Pitch
0.078,0.779,0.776,286.685,-81.611,23.327,Pitch
0.086,1.033,0.857,286.685,-76.221,19.416,Pitch
-0.002,1.062,0.806,229.740,-73.990,8.986,Pitch
0.129,1.047,0.982,-90.851,-22.470,-18.218,Pitch
0.216,0.783,0.912,-286.685,47.679,5.530,Pitch
0.245,0.739,0.826,-286.685,93.870,6.807,Pitch
0.061,0.490,0.724,-286.685,125.484,-2.056,Pitch
-0.088,-0.004,0.518,-286.685,73.027,8.068,Pitch
-0.025,-0.244,0.693,-286.685,35.735,17.378,Pitch
-0.143,-0.487,0.743,-286.685,33.521,-3.194,Pitch
0.033,-0.934,0.630,-120.986,13.869,-28.087,Pitch
-0.109,-0.645,1.081,88.690,6.475,-25.174,Pitch
-0.116,-0.681,0.981,146.974,22.365,-45.299,Pitch
-0.046,-0.504,0.828,286.571,-17.552,-57.234,Pitch
0.124,-0.254,0.617,286.685,5.521,-34.221,Pitch
-0.049,0.578,1.243,286.685,-22.164,70.000,Pitch
-0.092,0.353,0.935,286.685,-90.317,71.085,Pitch
0.056,0.882,0.773,286.685,-71.207,-29.286,Pitch
-0.121,0.932,1.200,286.685,6.860,-44.721,Pitch
0.037,0.856,0.804,263.559,-45.561,-36.785,Pitch
0.008,0.846,0.672,-88.209,-55.256,-17.780,Pitch
0.063,0.846,0.808,-286.685,-27.913,28.263,Pitch
0.149,0.483,0.722,-286.685,-2.415,38.824,Pitch
0.199,0.278,0.727,-286.685,3.474,44.599,Pitch
0.286,-0.014,0.637,-286.685,-8.671,67.786,Pitch
0.101,-0.508,0.714,-286.685,-49.516,101.482,Pitch
-0.209,-0.743,1.020,-85.374,2.354,42.464,Pitch
-0.229,-0.614,1.207,79.336,37.345,-35.612,Pitch
0.017,-0.361,1.200,284.611,26.924,-38.325,Pitch
0.257,0.010,1.176,286.685,17.815,-43.829,Pitch
0.116,-0.012,0.872,286.685,36.969,-29.663,Pitch
0.029,0.250,0.911,286.685,40.495,5.889,Pitch
-0.120,0.349,1.005,286.685,59.990,8.453,Pitch
-0.139,0.351,0.358,286.685,-1.225,34.667,Pitch
-0.004,0.594,0.522,286.685,-50.908,24.308,Pitch
-0.008,0.698,0.619,183.584,-47.346,1.601,Pitch
0.049,1.000,0.943,-31.579,-21.219,-12.898,Pitch
0.067,1.068,0.937,-259.149,-33.810,13.738,Pitch
0.056,0.797,0.835,-286.685,4.165,34.729,Pitch
0.058,0.128,0.694,-286.685,47.574,-2.957,Pitch
0.035,-0.153,0.677,-286.685,13.256,-3.701,Pitch
0.069,-0.134,0.737,-286.685,-21.175,5.057,Pitch
-0.055,-0.265,0.680,-286.685,-13.221,9.511,Pitch
-0.204,-1.175,0.948,-88.760,-12.644,-11.821,Pitch
0.028,-0.781,0.975,47.049,11.760,-27.353,Pitch
-0.096,-0.656,1.118,236.994,-14.096,-15.024,Pitch
0.063,-0.213,1.005,286.685,-3.098,-13.790,Pitch
0.004,-0.079,1.058,286.685,44.030,-7.630,Pitch
0.083,0.229,0.836,286.685,77.280,9.450,Pitch
-0.075,0.622,1.057,286.685,30.975,-7.849,Pitch
0.013,0.682,0.713,286.685,45.544,-22.452,Pitch
-0.072,0.689,0.467,190.330,12.889,-17.885,Pitch
-0.147,0.815,0.650,-20.571,-44.774,-3.378,Pitch
0.021,0.859,0.765,-285.092,-63.026,-12.600,Pitch
0.051,0.657,0.909,-286.685,-51.485,9.284,Pitch
0.083,0.367,0.777,-286.685,-22.558,29.558,Pitch
-0.091,0.009,0.825,-286.685,33.425,2.966,Pitch
-0.020,-0.188,0.884,-286.685,-13.519,4.620,Pitch
-0.076,-0.468,0.834,-279.571,-11.462,4.419,Pitch
-0.155,-0.778,0.909,-125.676,-19.399,-16.336,Pitch
-0.066,-0.705,1.106,83.632,-30.975,-9.476,Pitch
-0.078,-0.454,1.027,279.221,-48.081,19.757,Pitch
-0.030,-0.283,0.867,286.685,-6.860,6.352,Pitch
0.072,0.043,0.703,286.685,25.427,-7.446,Pitch
0.061,0.594,0.624,286.685,13.886,5.162,Pitch
0.091,0.704,0.666,286.685,-20.064,7.166,Pitch
-0.003,0.705,0.621,284.139,-66.622,-7.306,Pitch
0.061,0.728,0.618,54.215,-31.640,-25.471,Pitch
0.065,0.900,0.628,-150.518,-43.715,-11.533,Pitch
0.068,0.930,0.892,-281.846,-42.026,-7.726,Pitch
0.141,0.890,1.030,-286.685,-15.006,-6.344,Pitch
0.151,0.643,1.058,-286.685,36.855,20.755,Pitch
-0.026,0.123,1.023,-286.685,58.756,17.237,Pitch
-0.121,0.022,0.712,-286.685,30.712,24.552,Pitch
-0.223,-0.488,0.330,-286.685,-12.337,17.955,Pitch
-0.038,-0.999,0.657,-120.391,-25.034,-10.132,Pitch
0.005,-0.525,1.001,107.730,-35.656,-14.000,Pitch
0.140,-0.583,1.073,162.094,-23.608,-16.905,Pitch
-0.004,-0.354,1.041,286.685,-18.681,-15.216,Pitch
0.085,-0.255,0.938,286.685,17.841,-10.185,Pitch
0.170,0.193,0.748,286.685,19.530,3.421,Pitch
0.063,0.640,0.727,286.685,-0.018,5.766,Pitch
0.128,0.704,0.727,286.685,-48.659,-7.656,Pitch
-0.148,0.760,0.300,286.685,-23.170,17.981,Pitch
-0.046,0.884,0.699,248.684,-41.904,-20.519,Pitch
-0.085,1.055,0.721,-24.850,-62.711,6.895,Pitch
0.121,1.066,0.921,-286.309,-26.513,39.795,Pitch
0.306,1.072,1.053,-286.685,83.081,67.480,Pitch
0.111,0.660,0.719,-286.685,122.526,58.730,Pitch
-0.076,0.027,0.446,-286.685,111.423,17.124,Pitch
-0.030,-0.363,0.345,-286.685,13.318,11.331,Pitch
-0.058,-0.512,0.559,-112.096,3.412,-3.675,Pitch
-0.017,-0.342,1.036,20.282,-20.151,-23.135,Pitch
-0.159,-0.512,0.804,223.151,-6.597,2.905,Pitch
-0.112,-0.027,1.136,286.685,-3.106,-14.245,Pitch
-0.050,0.408,1.313,286.685,-28.788,-2.030,Pitch
0.068,0.769,0.922,286.685,-72.599,26.696,Pitch
0.043,1.051,0.917,286.685,-118.598,24.448,Pitch
0.143,0.833,0.883,272.073,-67.725,-28.376,Pitch
0.173,0.841,0.743,75.556,-1.584,-38.903,Pitch
0.111,0.812,0.599,-158.270,37.345,-30.170,Pitch
0.137,0.871,0.869,-286.633,29.706,-14.945,Pitch
0.111,1.001,1.006,-286.685,39.882,-0.184,Pitch
0.079,0.549,0.768,-286.685,55.169,9.424,Pitch
-0.185,-0.163,0.234,-286.685,31.526,-16.048,Pitch
-0.117,-0.210,0.586,-286.685,-18.786,-12.915,Pitch
-0.064,-0.353,0.775,-286.685,3.710,-22.173,Pitch
-0.158,-0.920,0.631,-37.984,-23.161,-14.542,Pitch
-0.085,-0.546,1.239,253.208,-15.426,-16.905,Pitch
-0.068,-0.212,1.197,286.685,-0.105,-23.608,Pitch
0.108,0.157,1.548,286.685,-28.989,-27.781,Pitch
0.184,0.182,1.120,286.685,17.132,-6.738,Pitch
0.102,0.413,0.681,286.685,49.691,-3.378,Pitch
-0.019,0.642,0.688,286.685,71.680,-26.224,Pitch
0.059,0.633,0.561,261.039,-12.863,-17.378,Pitch
-0.085,0.552,0.631,8.269,3.544,-12.591,Pitch
-0.120,0.633,0.708,-163.879,-20.869,-3.474,Pitch
-0.123,0.720,0.745,-276.264,-29.978,1.085,Pitch
-0.032,0.627,0.864,-286.685,-56.787,28.980,Pitch
0.086,0.370,0.743,-286.685,-37.818,24.089,Pitch
0.093,0.098,0.778,-286.685,-2.870,8.794,Pitch
0.089,-0.209,0.996,-286.685,16.389,6.659,Pitch
0.023,-0.666,0.997,-198.721,-36.829,9.056,Pitch
0.047,-0.423,1.036,-42.105,-25.358,3.859,Pitch
-0.043,-0.575,1.098,41.895,-21.254,33.355,Pitch
-0.018,-0.345,1.161,110.171,-12.329,2.188,Pitch
0.057,-0.363,0.815,235.270,-1.881,-8.286,Pitch
0.063,-0.272,0.990,286.685,19.591,-13.309,Pitch
-0.038,0.081,0.840,286.685,10.981,-6.160,Pitch
0.039,0.446,0.713,286.685,5.740,-22.802,Pitch
-0.049,0.693,1.224,286.685,23.800,-9.660,Pitch
0.104,0.896,0.516,286.685,-35.726,1.724,Pitch
-0.032,0.874,0.649,275.888,-15.969,10.999,Pitch
0.065,1.016,0.729,22.461,-13.326,0.543,Pitch
0.070,1.087,0.821,-268.809,35.796,8.251,Pitch
0.033,1.085,0.813,-286.685,34.694,18.375,Pitch
0.063,0.833,0.667,-286.685,10.439,4.742,Pitch
0.041,0.174,0.740,-286.685,48.011,-6.081,Pitch
-0.081,-0.169,0.621,-286.685,62.545,-6.878,Pitch
-0.154,-0.320,0.380,-286.685,-11.568,25.996,Pitch
-0.271,-0.899,0.463,-107.196,-60.007,15.715,Pitch
-0.006,-0.393,1.284,185.622,-49.411,5.688,Pitch
-0.044,-0.375,1.275,240.555,-20.562,7.017,Pitch
0.013,-0.328,0.824,286.685,14.245,-10.106,Pitch
0.052,0.303,1.072,286.685,-33.338,-21.403,Pitch
0.069,0.391,0.569,286.685,-49.709,-22.330,Pitch
0.165,0.854,0.712,286.685,-48.667,-19.722,Pitch
-0.002,0.826,0.921,285.670,0.595,-43.881,Pitch
-0.035,0.739,0.601,104.738,-6.974,-42.770,Pitch
-0.002,0.846,0.718,-15.391,-26.583,-26.066,Pitch
0.069,0.992,0.938,-257.574,-20.501,8.496,Pitch
0.025,0.929,0.775,-286.685,15.190,30.511,Pitch
0.025,0.718,0.575,-286.685,45.833,9.074,Pitch
-0.051,0.120,0.401,-286.685,63.612,-7.919,Pitch
-0.046,-0.326,0.473,-286.685,16.292,3.850,Pitch
-0.086,-0.644,0.582,-259.971,3.036,27.983,Pitch
-0.175,-0.471,1.068,-71.549,-17.474,9.686,Pitch
-0.091,-0.521,1.361,44.301,-14.586,-8.356,Pitch
-0.073,-0.599,1.138,109.882,-18.874,10.666,Pitch
-0.050,-0.330,0.902,286.615,-60.533,15.269,Pitch
0.013,-0.118,0.841,286.685,-40.486,-5.854,Pitch
0.102,0.358,0.877,286.685,0.499,-12.381,Pitch
0.078,0.732,0.809,286.685,28.263,-5.985,Pitch
0.102,0.771,0.651,286.685,26.574,38.911,Pitch
-0.072,0.811,0.649,277.156,4.034,52.071,Pitch
-0.057,0.768,0.503,34.746,-20.458,9.467,Pitch
0.025,0.889,0.622,-204.890,-58.056,-10.552,Pitch
0.015,0.930,0.810,-286.685,-66.658,-18.497,Pitch
0.262,0.599,0.838,-286.685,10.351,-16.835,Pitch
0.054,0.122,0.667,-286.685,17.054,-12.311,Pitch
0.138,-0.089,0.603,-286.685,23.319,6.431,Pitch
-0.027,-0.041,0.909,-286.685,24.334,27.212,Pitch
-0.136,-1.103,0.659,-266.726,9.170,14.717,Pitch
-0.260,-0.665,1.121,121.074,17.439,-5.049,Pitch
-0.220,-0.422,1.436,218.120,10.150,-10.377,Pitch
-0.226,-0.209,1.364,286.685,-2.599,-26.705,Pitch
0.076,-0.188,0.861,286.685,-3.649,4.349,Pitch
-0.034,0.269,0.836,286.685,-12.583,19.862,Pitch
-0.037,0.580,0.654,286.685,-7.227,46.025,Pitch
0.123,0.685,0.737,286.685,-20.615,4.830,Pitch
0.064,0.773,0.670,286.685,-29.872,-2.888,Pitch
-0.001,0.749,0.585,252.018,-27.151,2.196,Pitch
-0.083,0.853,0.657,-11.506,-44.467,7.044,Pitch
-0.017,1.053,0.803,-284.340,-13.046,15.794,Pitch
0.026,0.920,0.739,-286.685,15.741,8.304,Pitch
0.016,0.503,0.581,-286.685,43.566,-10.290,Pitch
-0.035,0.075,0.600,-286.685,32.051,-17.736,Pitch
-0.052,-0.218,0.808,-286.685,-3.421,10.062,Pitch
-0.132,-0.375,0.884,-286.431,-25.786,23.686,Pitch
-0.107,-0.656,1.145,-70.499,-17.526,-12.828,Pitch
-0.064,-0.503,1.341,69.055,19.653,-3.938,Pitch
-0.117,-0.591,1.095,176.102,4.681,-4.742,Pitch
-0.005,-0.313,0.966,284.034,9.056,-11.760,Pitch
-0.057,-0.073,1.037,286.685,5.460,-10.132,Pitch
0.077,0.219,1.177,286.685,-51.818,27.589,Pitch
0.036,0.200,0.950,286.685,-72.144,16.931,Pitch
0.261,0.264,0.719,286.221,-40.399,-17.789,Pitch
0.042,0.330,0.283,286.685,49.866,-29.776,Pitch
-0.043,0.760,0.534,286.685,28.788,-45.159,Pitch
-0.113,0.965,0.806,186.637,-4.463,-28.840,Pitch
0.013,0.757,0.579,-112.770,-8.873,-52.185,Pitch
-0.048,0.474,0.881,-264.626,-25.025,13.773,Pitch
-0.038,0.396,1.079,-286.685,-15.033,72.791,Pitch
0.008,0.398,0.939,-286.685,1.444,55.274,Pitch
-0.055,-0.013,1.018,-286.685,24.474,7.088,Pitch
-0.045,-0.075,0.787,-286.685,-1.155,-7.455,Pitch
-0.040,-0.391,0.842,-286.685,-8.050,-15.943,Pitch
-0.007,-0.476,1.229,-166.539,-10.841,-11.025,Pitch
-0.051,-0.674,0.687,-7.630,-23.222,-3.929,Pitch
0.010,-0.529,0.956,274.908,-32.690,0.665,Pitch
0.069,-0.298,1.066,286.685,-9.459,16.048,Pitch
0.051,0.236,0.996,286.685,-8.015,-12.381,Pitch
0.051,0.310,0.723,286.685,-10.911,-25.244,Pitch
-0.039,0.601,0.595,286.685,-34.361,-27.493,Pitch
-0.069,0.921,0.575,286.685,-26.548,-38.211,Pitch
-0.035,0.808,0.529,259.858,1.977,-59.290,Pitch
-0.040,0.942,0.596,113.418,9.467,-47.994,Pitch
-0.043,1.038,0.662,-17.903,-14.831,-9.056,Pitch
0.060,1.146,0.763,-278.460,-16.468,31.001,Pitch
0.044,1.011,0.826,-286.685,11.533,36.680,Pitch
0.045,0.386,0.575,-286.685,-3.360,44.958,Pitch
0.057,-0.395,0.430,-286.685,28.700,25.987,Pitch
-0.063,-0.283,0.437,-286.685,12.023,19.950,Pitch
-0.178,-0.591,0.774,-175.814,2.922,7.105,Pitch
-0.175,-0.613,0.972,26.119,-12.880,-32.095,Pitch
-0.025,-0.446,1.037,265.527,-7.543,-15.155,Pitch
-0.087,-0.115,1.178,286.685,-12.189,-8.444,Pitch
0.055,0.493,1.024,286.685,-49.289,-20.204,Pitch
0.131,0.659,1.008,286.685,-52.089,-21.149,Pitch
0.041,0.877,0.895,286.685,-50.759,-12.486,Pitch
-0.008,0.887,0.579,285.941,-12.337,-31.833,Pitch
-0.021,0.806,0.427,134.102,-3.360,-35.752,Pitch
0.010,0.803,0.413,21.788,-3.929,-17.955,Pitch
0.039,0.820,0.566,-129.902,9.047,15.627,Pitch
0.053,0.979,0.867,-286.685,48.125,30.791,Pitch
0.006,0.921,0.637,-286.685,50.881,34.877,Pitch
-0.071,0.358,0.664,-286.685,-9.240,15.802,Pitch
0.049,-0.392,0.416,-286.685,3.351,21.219,Pitch
0.002,-0.452,0.690,-286.685,36.050,-12.696,Pitch
-0.064,-0.454,0.887,-286.685,41.248,-14.665,Pitch
-0.069,-0.885,1.164,13.370,17.509,-30.415,Pitch
-0.025,-0.582,1.172,146.641,-19.609,-10.929,Pitch
0.002,-0.513,0.849,248.762,-37.625,1.138,Pitch
0.088,-0.150,1.011,286.685,-28.210,-12.863,Pitch
0.067,0.243,0.837,286.685,4.786,6.554,Pitch
0.096,0.716,0.776,286.685,4.148,-3.938,Pitch
-0.014,0.863,0.832,286.685,0.228,-9.371,Pitch
-0.048,0.854,0.581,286.492,-22.654,-34.834,Pitch
-0.028,0.787,0.409,84.009,2.651,-29.076,Pitch
-0.033,0.838,0.383,-54.880,6.825,3.859,Pitch
-0.055,0.947,0.643,-267.094,18.156,9.459,Pitch
-0.102,0.871,0.606,-286.685,-16.301,5.661,Pitch
-0.046,0.443,0.753,-286.685,-37.441,-2.774,Pitch
0.092,0.049,0.543,-286.685,-48.536,-1.715,Pitch
0.043,-0.245,0.842,-286.685,-8.426,11.979,Pitch
0.028,-0.558,1.017,-286.685,13.501,13.948,Pitch
-0.103,-0.906,0.984,-47.722,1.540,-2.765,Pitch
0.021,-0.524,1.050,152.810,3.526,3.946,Pitch
-0.062,-0.225,1.340,286.685,-22.855,8.802,Pitch
0.100,0.078,1.094,286.685,-19.084,6.528,Pitch
0.128,0.247,0.863,286.685,-38.080,15.488,Pitch
0.069,0.577,0.644,286.685,-41.423,33.967,Pitch
0.034,0.658,0.623,286.685,-27.948,19.198,Pitch
0.058,0.809,0.442,283.211,-10.841,7.026,Pitch
0.058,0.807,0.365,161.744,-14.236,-2.380,Pitch
0.092,0.915,0.477,-46.506,-12.731,-0.525,Pitch
0.108,1.154,0.829,-284.331,27.125,-6.633,Pitch
0.042,1.234,0.762,-286.685,47.005,-1.864,Pitch
0.041,0.745,0.642,-286.685,15.977,-1.768,Pitch
0.003,-0.335,0.364,-286.685,25.104,11.926,Pitch
0.005,-0.613,0.449,-286.685,5.005,3.588,Pitch
-0.127,-0.472,0.921,-222.434,3.894,5.688,Pitch
-0.057,-0.824,0.799,-30.503,23.468,-28.350,Pitch
0.087,-0.176,1.327,286.685,-8.837,-21.341,Pitch
0.192,-0.029,1.376,286.685,-2.336,-16.485,Pitch
0.046,0.534,1.053,286.685,-4.883,-4.541,Pitch
0.076,0.900,1.143,286.685,1.916,-0.210,Pitch
-0.003,1.045,0.635,286.685,7.350,20.589,Pitch
-0.075,0.667,0.614,284.742,20.571,-14.035,Pitch
0.008,0.586,0.279,121.643,-4.655,-33.609,Pitch
0.057,0.685,0.382,21.621,-4.734,-24.824,Pitch
0.047,0.810,0.520,-170.004,30.791,-23.039,Pitch
-0.091,0.945,0.457,-286.300,9.205,-7.919,Pitch
-0.034,0.995,0.599,-286.685,-35.333,7.332,Pitch
-0.027,0.566,0.635,-286.685,-6.825,27.641,Pitch
-0.018,-0.194,0.626,-286.685,-25.970,37.923,Pitch
-0.057,-0.439,0.837,-286.685,-16.660,-0.490,Pitch
-0.057,-0.402,1.320,-168.376,27.317,-17.701,Pitch
